fsid,name,state_name,state_fsid,properties,lsad,longitude,latitude
3966530,Richfield,Ohio,39,2046,47,-81.6418216948,41.2355593428
3966824,Richmond,Ohio,39,409,47,-80.7718904227,40.432849687
3966880,Richmond Dale,Ohio,39,248,57,-82.8121497543,39.2041914494
3966894,Richmond Heights,Ohio,39,4143,25,-81.5028664089,41.5589259056
3966922,Richville,Ohio,39,1700,57,-81.4683442519,40.752882681
3966936,Richwood,Ohio,39,1280,47,-83.2955173425,40.4276038373
3967104,Ridgeville Corners,Ohio,39,334,57,-84.2553636944,41.4387534862
3967118,Ridgeway,Ohio,39,377,47,-83.5689478763,40.5124298111
3967258,Rio Grande,Ohio,39,384,47,-82.3790674891,38.87973371
3967272,Ripley,Ohio,39,1448,47,-83.8346156795,38.7325129992
3967314,Risingsun,Ohio,39,522,47,-83.4269111723,41.2670533401
3967356,Rittman,Ohio,39,3307,25,-81.7846510138,40.9736665691
3967440,Riverlea,Ohio,39,265,47,-83.0250474507,40.0804074756
3967468,Riverside,Ohio,39,9570,25,-84.1219453895,39.783566078
3967600,Roaming Shores,Ohio,39,2102,47,-80.8249246108,41.6365738353
3967664,Robertsville,Ohio,39,199,57,-81.1937251269,40.7619807033
3967762,Rochester,Ohio,39,210,47,-82.305846333,41.1245439755
3967804,Rockbridge,Ohio,39,130,57,-82.5262293824,39.5862284187
3967846,Rock Creek,Ohio,39,343,47,-80.8543283153,41.6604310565
3967874,Rockford,Ohio,39,825,47,-84.6502292466,40.6915165786
3968004,Rocky Fork Point,Ohio,39,835,57,-83.4901063045,39.1878454036
3968042,Rocky Ridge,Ohio,39,323,47,-83.2126086462,41.5309152489
3968056,Rocky River,Ohio,39,9279,25,-81.8533327907,41.4731162838
3968084,Rogers,Ohio,39,230,47,-80.627462322,40.789667086
3968196,Rome,Ohio,39,88,47,-83.3793218908,38.6656729878
3968448,Rose Farm,Ohio,39,180,57,-82.0778245013,39.7358118194
3968546,Rosemount,Ohio,39,1541,57,-82.9663950669,38.7812371122
3968560,Roseville,Ohio,39,522,47,-82.0755667549,39.8065426079
3968602,Ross,Ohio,39,2299,57,-84.6599300708,39.3146448503
3968672,Rossburg,Ohio,39,140,47,-84.6382802513,40.2802025933
3968686,Rossford,Ohio,39,3639,25,-83.5691637493,41.5832506702
3968714,Rossmoyne,Ohio,39,1645,57,-84.388641942,39.2144735482
3968742,Roswell,Ohio,39,191,47,-81.3481002725,40.4759372132
3968938,Rudolph,Ohio,39,296,57,-83.6640007876,41.2965133236
3969176,Rushsylvania,Ohio,39,342,47,-83.6711707971,40.4613127171
3969302,Russells Point,Ohio,39,1433,47,-83.8938745816,40.4681429591
3969316,Russellville,Ohio,39,614,47,-83.7877833227,38.8672731983
3969344,Russia,Ohio,39,386,47,-84.407733956,40.2341186704
3969358,Rutland,Ohio,39,511,47,-82.1279282635,39.0410200708
3969400,Sabina,Ohio,39,1374,47,-83.6336628114,39.490170193
3969470,St. Bernard,Ohio,39,2464,47,-84.4954983029,39.1710322353
3969526,St. Clairsville,Ohio,39,2920,25,-80.8996216367,40.0792103318
3969540,St. Henry,Ohio,39,1170,47,-84.632618875,40.4207905886
3969596,St. Johns,Ohio,39,166,57,-84.0795978468,40.5558523409
3969652,St. Louisville,Ohio,39,194,47,-82.4180524318,40.1711097439
3969666,St. Martin,Ohio,39,137,57,-83.8844053138,39.2117735118
3969680,St. Marys,Ohio,39,4156,25,-84.3930970913,40.547543857
3969708,St. Paris,Ohio,39,1219,47,-83.9643520678,40.1269436069
3969834,Salem,Ohio,39,6722,25,-80.8491350545,40.9048974909
3970050,Salem Heights,Ohio,39,1920,57,-84.3840201286,39.0657608194
3970072,Salesville,Ohio,39,143,57,-81.336567717,39.9740891894
3970100,Salineville,Ohio,39,1249,47,-80.8344249776,40.6207241709
3970380,Sandusky,Ohio,39,13135,25,-82.7141310864,41.456391785
3970464,Sandyville,Ohio,39,246,57,-81.3670549277,40.6467232387
3970520,Sarahsville,Ohio,39,175,47,-81.4693540808,39.8074938461
3970534,Sardinia,Ohio,39,755,47,-83.8013907537,39.0090005701
3970548,Sardis,Ohio,39,431,57,-80.9058452483,39.6269213231
3970576,Savannah,Ohio,39,282,47,-82.3661569821,40.9667552633
3970618,Sawyerwood,Ohio,39,1193,57,-81.441257108,41.0344695133
3970814,Scio,Ohio,39,605,47,-81.0881747442,40.3989836919
3970912,Sciotodale,Ohio,39,890,57,-82.8603629193,38.753874757
3971080,Scott,Ohio,39,127,47,-84.5836897787,40.9889585422
3971206,Seaman,Ohio,39,576,47,-83.5753685299,38.9369812553
3971220,Sebring,Ohio,39,2685,47,-81.0230886108,40.9206680074
3971360,Senecaville,Ohio,39,552,47,-81.4594621461,39.9347642976
3971416,Seven Hills,Ohio,39,5585,25,-81.6736628543,41.3804478248
3971444,Seven Mile,Ohio,39,414,47,-84.5523171426,39.4859200773
3971486,Seville,Ohio,39,1460,47,-81.8671260865,41.0209059749
3971640,Shadyside,Ohio,39,2203,47,-80.7511542876,39.9717460001
3971682,Shaker Heights,Ohio,39,10671,25,-81.5495962784,41.474408762
3971892,Sharonville,Ohio,39,6226,25,-84.4068921183,39.2824690916
3971958,Shawnee,Ohio,39,707,57,-84.7886810699,39.1366515932
3971962,Shawnee,Ohio,39,687,47,-82.2045799512,39.6063118208
3971976,Shawnee Hills,Ohio,39,1754,47,-83.1356563862,40.1600744061
3971983,Shawnee Hills,Ohio,39,1035,57,-83.7822035933,39.6514308646
3972060,Sheffield,Ohio,39,2550,47,-82.0911701485,41.4558840775
3972088,Sheffield Lake,Ohio,39,7112,25,-82.097648385,41.4883866968
3972102,Shelby,Ohio,39,4890,25,-82.657737919,40.8846255367
3972242,Sherrodsville,Ohio,39,345,47,-81.2440974961,40.494500208
3972256,Sherwood,Ohio,39,690,47,-84.5530148429,41.2889542681
3972258,Sherwood,Ohio,39,1624,57,-84.360834347,39.0852868245
3972298,Shiloh,Ohio,39,386,47,-82.6015475191,40.969470607
3972396,Shreve,Ohio,39,981,47,-82.0217612339,40.6814331791
3972424,Sidney,Ohio,39,10527,25,-84.1667909713,40.289114427
3972494,Silver Lake,Ohio,39,1252,47,-81.4605100883,41.1593399808
3972522,Silverton,Ohio,39,2770,47,-84.4009274026,39.1882467931
3972578,Sinking Spring,Ohio,39,163,47,-83.3871354628,39.0747219239
3972620,Sixteen Mile Stand,Ohio,39,865,57,-84.3264392497,39.2748747259
3972648,Skyline Acres,Ohio,39,722,57,-84.5664939121,39.2276166736
3972760,Smithfield,Ohio,39,887,47,-80.7772670031,40.2715579672
3972788,Smithville,Ohio,39,845,47,-81.8601630563,40.8623195438
3972928,Solon,Ohio,39,9955,25,-81.4401103031,41.3864383201
3972977,Somerset,Ohio,39,807,47,-82.2995897904,39.8063779751
3972998,Somerville,Ohio,39,240,57,-84.6389850307,39.5638596366
3973040,South Amherst,Ohio,39,967,47,-82.2393530109,41.3514549643
3973068,South Bloomfield,Ohio,39,772,47,-82.9931298062,39.7170044884
3973118,South Canal,Ohio,39,3522,57,-80.9863630266,41.1759438439
3973124,South Charleston,Ohio,39,818,47,-83.6415736561,39.8248762222
3973264,South Euclid,Ohio,39,10051,25,-81.5244905335,41.523938799
3973446,South Lebanon,Ohio,39,2249,47,-84.2191977115,39.3686003054
3973670,South Point,Ohio,39,2646,47,-82.5783591926,38.421299992
3973684,South Russell,Ohio,39,1752,47,-81.3350677134,41.4318145695
3973698,South Salem,Ohio,39,178,47,-83.3069614425,39.3373739383
3973796,South Vienna,Ohio,39,243,47,-83.6134284916,39.9293579283
3973824,South Webster,Ohio,39,584,47,-82.7282108086,38.8170164353
3973894,South Zanesville,Ohio,39,960,47,-82.0179407901,39.9036185634
3973950,Sparta,Ohio,39,141,47,-82.6996475088,40.3944332093
3973992,Spencer,Ohio,39,410,47,-82.1230609545,41.0991585716
3974034,Spencerville,Ohio,39,1130,47,-84.3526793114,40.7079191538
3974076,Springboro,Ohio,39,7745,25,-84.2349114438,39.5611839698
3974104,Springdale,Ohio,39,4358,25,-84.4759418256,39.2909269292
3974118,Springfield,Ohio,39,29267,25,-83.7961160027,39.9303878524
3974216,Spring Valley,Ohio,39,363,47,-84.0068912073,39.6101686983
3974566,Sterling,Ohio,39,321,57,-81.8439438506,40.9662449308
3974608,Steubenville,Ohio,39,12560,25,-80.6518571936,40.36534755
3974622,Stewart,Ohio,39,249,57,-81.8974900341,39.3080285333
3974734,Stockdale,Ohio,39,200,57,-82.8573250113,38.9578401769
3974748,Stockport,Ohio,39,495,47,-81.7943967325,39.5488702246
3974804,Stone Creek,Ohio,39,174,47,-81.55808249,40.3997532965
3974832,Stony Prairie,Ohio,39,654,57,-83.1520104836,41.3522026927
3974846,Stony Ridge,Ohio,39,374,57,-83.5093304554,41.5075461506
3974916,Stoutsville,Ohio,39,473,47,-82.823363757,39.6049755005
3974944,Stow,Ohio,39,13901,25,-81.4343728978,41.1764688456
3974958,Strasburg,Ohio,39,1374,47,-81.5295591304,40.6005949889
3975000,Stratton,Ohio,39,276,47,-80.6314337657,40.5254365309
3975014,Streetsboro,Ohio,39,5802,25,-81.3455706673,41.2395959621
3975098,Strongsville,Ohio,39,18117,25,-81.8313200294,41.3127859049
3975126,Struthers,Ohio,39,6779,25,-80.5920170084,41.0509807612
3975140,Stryker,Ohio,39,844,47,-84.4180705012,41.5024750085
3975196,Sugar Bush Knolls,Ohio,39,142,47,-81.3470733627,41.2036469595
3975210,Sugarcreek,Ohio,39,1533,47,-81.6408982896,40.5076183879
3975252,Sugar Grove,Ohio,39,221,47,-82.5455155238,39.6279955695
3975392,Sulphur Springs,Ohio,39,163,57,-82.8764297182,40.8722198315
3975406,Summerfield,Ohio,39,240,47,-81.3355047958,39.7969086536
3975434,Summerside,Ohio,39,1835,57,-84.2861117986,39.1187746372
3975574,Summitville,Ohio,39,94,47,-80.8875300611,40.6758961097
3975602,Sunbury,Ohio,39,2505,47,-82.8803889387,40.2484599669
3975896,Swanton,Ohio,39,1928,47,-83.8889953579,41.5841765023
3975980,Sycamore,Ohio,39,701,47,-83.1709697565,40.9516726383
3976022,Sylvania,Ohio,39,6630,25,-83.7085713812,41.7100935606
3976050,Syracuse,Ohio,39,994,47,-81.9689033818,38.9987730762
3976106,Tallmadge,Ohio,39,7936,25,-81.4215698989,41.1023362393
3976148,Tarlton,Ohio,39,218,47,-82.7781121431,39.5542515581
3976197,Taylor Creek,Ohio,39,2310,57,-84.679639839,39.2364095876
3976428,Terrace Park,Ohio,39,1986,47,-84.3111131295,39.158380934
3976568,The Plains,Ohio,39,1775,57,-82.134360425,39.365457161
3976582,The Village of Indian Hill,Ohio,39,4065,25,-84.3341579136,39.1916432646
3976666,Thornport,Ohio,39,1222,57,-82.4270815957,39.9209270146
3976680,Thornville,Ohio,39,541,47,-82.414093541,39.8929083208
3976764,Thurston,Ohio,39,295,47,-82.5529987903,39.8450516401
3976778,Tiffin,Ohio,39,9043,25,-83.1804695998,41.1164664012
3976806,Tiltonsville,Ohio,39,1106,47,-80.6971763557,40.1721698916
3976834,Timberlake,Ohio,39,361,47,-81.442798342,41.6655222442
3976876,Tipp City,Ohio,39,4199,25,-84.1859877289,39.9643259848
3976890,Tippecanoe,Ohio,39,137,57,-81.2810657415,40.2737565664
3976932,Tiro,Ohio,39,277,47,-82.7689726507,40.9063153107
3977000,Toledo,Ohio,39,121037,25,-83.5822162413,41.6639150073
3977070,Tontogany,Ohio,39,338,47,-83.7409766063,41.4210327206
3977112,Toronto,Ohio,39,3196,25,-80.6073446971,40.4583566007
3977308,Tremont City,Ohio,39,246,47,-83.8384261791,40.0146491779
3977322,Trenton,Ohio,39,4629,25,-84.4620075119,39.4790741108
3977406,Trimble,Ohio,39,422,47,-82.0807082279,39.4862950108
3977434,Trinway,Ohio,39,241,57,-82.0118907732,40.1376041624
3977504,Trotwood,Ohio,39,12076,25,-84.3164701658,39.7926471326
3977588,Troy,Ohio,39,10527,25,-84.2189750551,40.0434771134
3977812,Tuppers Plains,Ohio,39,426,57,-81.8465819216,39.17262478
3977840,Turpin Hills,Ohio,39,2054,57,-84.3702833794,39.106352277
3977924,Tuscarawas,Ohio,39,551,47,-81.4004860288,40.3933668411
3978050,Twinsburg,Ohio,39,7721,25,-81.4451592206,41.3220709768
3978078,Twinsburg Heights,Ohio,39,529,57,-81.4579107098,41.3063742121
3978176,Uhrichsville,Ohio,39,2954,25,-81.3514327488,40.4004778627
3978470,Union,Ohio,39,3226,25,-84.2929899243,39.9105409764
3978624,Union City,Ohio,39,776,47,-84.7941975588,40.199615853
3978736,Uniontown,Ohio,39,1610,57,-81.404422287,40.9735878972
3978834,Unionville Center,Ohio,39,138,47,-83.3415901335,40.1366614558
3978848,Uniopolis,Ohio,39,190,57,-84.0856923615,40.6023221175
3978932,University Heights,Ohio,39,4570,25,-81.5348210289,41.4948047668
3979002,Upper Arlington,Ohio,39,13912,25,-83.0703871467,40.0271720626
3979044,Upper Sandusky,Ohio,39,3816,25,-83.2719721371,40.8297404175
3979072,Urbana,Ohio,39,6139,25,-83.7540465031,40.1088619163
3979100,Urbancrest,Ohio,39,961,47,-83.0860001531,39.9015676869
3979114,Utica,Ohio,39,1096,47,-82.4410410283,40.2334963095
3979184,Valley City,Ohio,39,398,57,-81.9357198076,41.2353702397
3979226,Valley Hi,Ohio,39,323,47,-83.6758902063,40.3162280393
3979268,Valley View,Ohio,39,1395,47,-81.6067213007,41.3831338815
3979282,Valleyview,Ohio,39,295,47,-83.0730815589,39.9643562098
3979394,Van Buren,Ohio,39,216,47,-83.6492584439,41.1389463591
3979492,Vandalia,Ohio,39,6600,25,-84.1929259184,39.8790199791
3979534,Vanlue,Ohio,39,278,47,-83.4824029767,40.9751059495
3979562,Van Wert,Ohio,39,5405,25,-84.5873351072,40.865325796
3979590,Vaughnsville,Ohio,39,217,57,-84.1460123354,40.88140336
3979716,Vermilion,Ohio,39,7399,25,-82.3214204875,41.4103201928
3979898,Verona,Ohio,39,251,47,-84.4959244053,39.9018561155
3979912,Versailles,Ohio,39,1280,47,-84.483228826,40.2223190485
3979982,Vickery,Ohio,39,72,57,-82.9415098604,41.3769293326
3980066,Vienna Center,Ohio,39,521,57,-80.654071522,41.2344570551
3980150,Vincent,Ohio,39,290,57,-81.670995137,39.3748514136
3980178,Vinton,Ohio,39,337,47,-82.3374086604,38.9775700561
3980304,Wadsworth,Ohio,39,9567,25,-81.7323478738,41.0279234032
3980402,Waite Hill,Ohio,39,360,47,-81.3858645618,41.6124620774
3980458,Wakeman,Ohio,39,684,47,-82.4027912908,41.2530002674
3980486,Walbridge,Ohio,39,1428,47,-83.4929803583,41.5864189006
3980500,Waldo,Ohio,39,282,47,-83.0848362575,40.4597544571
3980612,Walnut Creek,Ohio,39,535,57,-81.721264444,40.5427574959
3980738,Walton Hills,Ohio,39,1296,47,-81.5554019893,41.3661821762
3980766,Wapakoneta,Ohio,39,4599,25,-84.1917567688,40.5675986398
3980892,Warren,Ohio,39,23068,25,-80.8177218134,41.2389191824
3980990,Warrensville Heights,Ohio,39,4927,25,-81.5221942077,41.4362730024
3981032,Warsaw,Ohio,39,439,47,-82.0015313954,40.3354756767
3981718,Washington Court House,Ohio,39,6694,25,-83.4276710047,39.5383475172
3981732,Washingtonville,Ohio,39,553,47,-80.7677282914,40.8990253402
3981760,Waterford,Ohio,39,407,57,-81.6423735319,39.5406644618
3981858,Waterville,Ohio,39,2303,25,-83.736646068,41.5014200611
3981928,Wauseon,Ohio,39,2897,25,-84.1406699586,41.5533444867
3981935,Waverly,Ohio,39,2651,47,-82.9836003284,39.1256026648
3982334,Wayne,Ohio,39,605,47,-83.4717265016,41.3009609925
3982348,Wayne Lakes,Ohio,39,643,47,-84.6624783982,40.0216263166
3982376,Waynesburg,Ohio,39,659,47,-81.2598099015,40.6682631309
3982390,Waynesfield,Ohio,39,561,47,-83.9733577323,40.6024246312
3982418,Waynesville,Ohio,39,1227,47,-84.0903269466,39.5328933883
3982642,Wellington,Ohio,39,2460,47,-82.2267266674,41.1610247391
3982712,Wellston,Ohio,39,4529,25,-82.5375032549,39.1172072501
3982740,Wellsville,Ohio,39,2595,47,-80.6549491755,40.6042764946
3982880,West Alexandria,Ohio,39,667,47,-84.5361619515,39.745081948
3983090,West Carrollton,Ohio,39,5473,25,-84.2540393397,39.669982413
3983216,West Elkton,Ohio,39,151,47,-84.5597805557,39.5881384741
3983342,Westerville,Ohio,39,14627,25,-82.9209507886,40.1241097145
3983384,West Farmington,Ohio,39,274,47,-80.9729663192,41.3908514543
3983468,Westfield Center,Ohio,39,705,47,-81.9314505195,41.0282621549
3983541,West Hill,Ohio,39,2176,57,-80.5274279534,41.2297558454
3983580,West Jefferson,Ohio,39,2099,47,-83.2992533217,39.9487357979
3983608,West Lafayette,Ohio,39,1302,47,-81.7517079609,40.2760700484
3983622,Westlake,Ohio,39,13553,25,-81.9294762205,41.4524262676
3983706,West Leipsic,Ohio,39,206,47,-84.0010124178,41.1052374765
3983734,West Liberty,Ohio,39,839,47,-83.7585814896,40.2562591325
3983804,West Manchester,Ohio,39,257,47,-84.6263256028,39.9033203204
3983818,West Mansfield,Ohio,39,481,47,-83.5444153644,40.4006539679
3983888,West Millgrove,Ohio,39,188,47,-83.4914072026,41.2427453354
3983902,West Milton,Ohio,39,2032,47,-84.3261247788,39.9584169292
3983930,Westminster,Ohio,39,230,57,-83.9794622935,40.6990203256
3983972,Weston,Ohio,39,951,47,-83.794730645,41.3463923078
3984140,West Portsmouth,Ohio,39,2238,57,-83.0416586842,38.7621703716
3984182,West Rushville,Ohio,39,109,47,-82.4484299238,39.7638812091
3984196,West Salem,Ohio,39,1047,47,-82.1077602638,40.969663041
3984294,West Union,Ohio,39,1592,47,-83.5440913448,38.791684339
3984308,West Unity,Ohio,39,931,47,-84.43063924,41.5885357161
3984528,Wetherington,Ohio,39,853,57,-84.3766925098,39.3633446779
3984574,Wharton,Ohio,39,326,47,-83.4648103578,40.8613057209
3984588,Wheelersburg,Ohio,39,3747,57,-82.8421152509,38.7382975476
3984742,Whitehall,Ohio,39,5935,25,-82.8833434246,39.9682354183
3984770,Whitehouse,Ohio,39,2054,47,-83.7958471473,41.5214788018
3984812,White Oak,Ohio,39,8701,57,-84.6058911663,39.2104150303
3984882,Whites Landing,Ohio,39,330,57,-82.8958341311,41.4308775812
3985036,Wickliffe,Ohio,39,6471,25,-81.4690218663,41.6072373204
3985085,Wightmans Grove,Ohio,39,98,57,-83.0465847953,41.4240609052
3985092,Wilberforce,Ohio,39,410,57,-83.8846980408,39.7150891458
3985190,Wilkesville,Ohio,39,186,47,-82.3271751928,39.0764501541
3985232,Willard,Ohio,39,3287,25,-82.7232272921,41.05177151
3985288,Williamsburg,Ohio,39,1856,47,-84.0475403732,39.0554409766
3985344,Williamsdale,Ohio,39,439,57,-84.5298311037,39.4420744939
3985414,Williamsport,Ohio,39,697,47,-83.1205551083,39.5823878906
3985442,Williston,Ohio,39,237,57,-83.3419089971,41.6026136545
3985484,Willoughby,Ohio,39,10231,25,-81.4083543929,41.646155121
3985512,Willoughby Hills,Ohio,39,3305,25,-81.4332627071,41.5872813401
3985638,Willowick,Ohio,39,6348,25,-81.467906701,41.6342988966
3985736,Willshire,Ohio,39,304,47,-84.7925060546,40.7465796165
3985792,Wilmington,Ohio,39,5963,25,-83.818361606,39.4386447692
3985806,Wilmot,Ohio,39,219,47,-81.6343918059,40.6559060653
3985834,Wilson,Ohio,39,218,47,-81.0689126947,39.8597734041
3985876,Winchester,Ohio,39,594,47,-83.6539934858,38.9436202584
3985946,Windham,Ohio,39,899,47,-81.0373458062,41.2374745821
3986072,Winesburg,Ohio,39,261,57,-81.6947373052,40.6174856108
3986184,Wintersville,Ohio,39,2505,47,-80.7095115074,40.3790466742
3986254,Withamsville,Ohio,39,2373,57,-84.280769624,39.0627895801
3986282,Wolfhurst,Ohio,39,718,57,-80.78104172,40.0689895359
3986366,Woodlawn,Ohio,39,1823,47,-84.4709372125,39.2555405051
3986394,Woodmere,Ohio,39,407,47,-81.4798563988,41.4599707031
3986436,Woodsfield,Ohio,39,1899,47,-81.1167749176,39.7630466548
3986478,Woodstock,Ohio,39,253,47,-83.5280654433,40.1736102882
3986492,Woodville,Ohio,39,1121,47,-83.3639879937,41.4510284742
3986548,Wooster,Ohio,39,11537,25,-81.9337659298,40.8166344915
3986604,Worthington,Ohio,39,6305,25,-83.0208049735,40.0949597535
3986632,Wren,Ohio,39,166,47,-84.7746020821,40.8005523738
3986730,Wyoming,Ohio,39,4099,25,-84.4813728404,39.2295306013
3986772,Xenia,Ohio,39,12259,25,-83.9413859251,39.6828651822
3986940,Yellow Springs,Ohio,39,2354,47,-83.890472676,39.7985983883
3987164,Yorkshire,Ohio,39,65,47,-84.4950258362,40.325308961
3987178,Yorkville,Ohio,39,769,47,-80.7078689822,40.1528160058
3988000,Youngstown,Ohio,39,60656,25,-80.646337068,41.0993366176
3988028,Zaleski,Ohio,39,494,47,-82.3950000993,39.2810672549
3988070,Zanesfield,Ohio,39,132,47,-83.677889574,40.3386209019
3988084,Zanesville,Ohio,39,14866,25,-82.0133385204,39.9567749936
3988168,Zoar,Ohio,39,296,47,-81.4232292958,40.613421163
